id_student,code_module,code_presentation,final_result,gender,age_band,disability,cluster,pca_x,pca_y
287548,AAA,2013J,Pass,M,0-35,N,2,-0.13117576875850992,0.3691493943991089
290201,AAA,2013J,Pass,M,0-35,N,2,0.9545556887733717,-0.45871976628993644
290757,AAA,2013J,Pass,M,0-35,N,2,0.25488904860651446,-0.7077361979825603
291334,AAA,2013J,Distinction,M,35-55,N,1,2.953606154658757,0.04609167161904428
292923,AAA,2013J,Withdrawn,F,35-55,N,0,-3.0885523044361967,1.3310768017082726
293699,AAA,2013J,Pass,M,0-35,N,0,-1.2006836102744214,0.35102649790727697
294570,AAA,2013J,Pass,M,55<=,N,2,1.303589446022585,-0.4531409598570612
294594,AAA,2013J,Pass,M,0-35,N,2,0.3278232212083936,-0.5357438043765426
295741,AAA,2013J,Fail,M,35-55,N,2,-0.47612609610206835,2.5710837727049927
296332,AAA,2013J,Distinction,M,55<=,N,1,1.6044921416667104,-0.4251568980752564
298696,AAA,2013J,Pass,F,0-35,N,2,0.07690450295005301,-0.6326440842426336
300398,AAA,2013J,Pass,M,35-55,N,2,1.1189666528003488,-0.4439819422445343
302302,AAA,2013J,Fail,F,0-35,N,2,-0.581771447391162,-0.7261019701188591
305152,AAA,2013J,Fail,M,0-35,N,2,-0.8792476754247234,-0.8171855688499468
305386,AAA,2013J,Pass,M,0-35,Y,2,0.5828450628043158,0.4926350642224476
305539,AAA,2013J,Withdrawn,F,0-35,N,0,-2.211800371422946,0.2501506911972401
306107,AAA,2013J,Pass,M,35-55,N,2,0.1028189909225296,0.48693673056328707
306466,AAA,2013J,Pass,M,35-55,N,2,0.912814732495809,-0.4951643490495211
306897,AAA,2013J,Pass,F,0-35,N,1,1.5671018836494086,-0.1952213007011646
307061,AAA,2013J,Pass,F,0-35,N,2,0.5262192494587045,-0.5372466180315716
307866,AAA,2013J,Pass,M,0-35,N,2,0.4644571542797467,-0.5580288378115914
311917,AAA,2013J,Pass,M,55<=,N,1,1.0509072065123404,0.7007470128518821
312537,AAA,2013J,Distinction,M,55<=,N,1,6.540303144734159,0.5948663851809347
312782,AAA,2013J,Pass,M,0-35,N,2,-0.3194629560709859,-0.6621907801126801
318933,AAA,2013J,Pass,F,0-35,N,2,0.4415383137855703,0.5584472364552188
319047,AAA,2013J,Pass,F,0-35,N,1,3.4397171154959207,0.14205135536986185
321942,AAA,2013J,Pass,M,55<=,N,1,4.813848005642838,0.38348345331980166
324002,AAA,2013J,Pass,M,35-55,N,2,1.1532865017297638,-0.4171208552452471
324084,AAA,2013J,Pass,F,35-55,N,2,0.9807843412388618,-0.4402195597938801
324282,AAA,2013J,Pass,M,0-35,N,2,-0.7917800357038465,0.36727379344950706
331358,AAA,2013J,Withdrawn,F,35-55,N,2,0.5946582421171167,-0.6270093884166659
332789,AAA,2013J,Pass,F,35-55,N,2,0.7161270408586496,-0.5427256584093738
333059,AAA,2013J,Pass,M,0-35,N,2,-0.6400559696145967,0.3529259733193295
333323,AAA,2013J,Pass,M,0-35,N,2,0.11299024276432683,-0.6869338888472343
334259,AAA,2013J,Fail,F,0-35,N,2,-1.0857426874291287,0.8178279443974805
334333,AAA,2013J,Withdrawn,F,0-35,Y,0,-1.4937711498739337,2.3704207133169755
335764,AAA,2013J,Withdrawn,F,0-35,N,2,0.9906595617298868,-0.4536782072937103
336207,AAA,2013J,Pass,M,0-35,N,2,0.6541846858620736,0.5568533437068166
339972,AAA,2013J,Pass,M,0-35,N,2,-0.5751836129004917,-0.6754947329657139
341872,AAA,2013J,Fail,M,0-35,N,2,-0.8997731578044242,1.4001466776746696
342007,AAA,2013J,Withdrawn,F,0-35,N,2,-0.1583985228416037,-0.7303969673128662
342514,AAA,2013J,Pass,M,55<=,N,2,1.2328883567842372,-0.4878208688810051
342972,AAA,2013J,Pass,M,0-35,N,2,0.026933707344670835,-0.5674710015395429
343446,AAA,2013J,Pass,M,35-55,N,1,1.8811429735103289,0.8522872653199428
344282,AAA,2013J,Fail,M,0-35,N,2,-1.1561198803025599,-0.6901003143300075
345068,AAA,2013J,Pass,M,0-35,Y,2,-0.28014923235006295,1.4285863279269055
345357,AAA,2013J,Distinction,M,0-35,N,2,1.3178880285551238,-0.36742519455836087
346025,AAA,2013J,Pass,M,0-35,N,2,0.25374919811849883,0.5047489761578788
346843,AAA,2013J,Fail,F,35-55,N,0,-1.7875780626879818,0.22581794464706129
350188,AAA,2013J,Pass,M,35-55,N,2,0.18857320248244278,-0.5665845032141397
354858,AAA,2013J,Withdrawn,M,35-55,N,0,-1.7347433803733352,0.22152594368726297
357668,AAA,2013J,Fail,M,0-35,N,2,-0.9851526513682708,-0.7157745655045599
364177,AAA,2013J,Fail,M,35-55,N,2,0.1578760821914003,-0.6262454392653468
365244,AAA,2013J,Pass,F,0-35,N,2,-0.1924448293891377,0.4955650629500007
365642,AAA,2013J,Pass,M,35-55,N,1,1.2295968663067636,-0.3348095357393548
366483,AAA,2013J,Pass,M,0-35,N,2,1.0194088725361732,-0.4306667168218325
368194,AAA,2013J,Pass,F,0-35,Y,2,-0.7029500468843689,0.367104829568624
368824,AAA,2013J,Fail,M,35-55,N,2,-0.7940567816151849,0.3444100497937646
368963,AAA,2013J,Pass,M,0-35,N,2,-0.27681330385511826,1.4379846415058202
376439,AAA,2013J,Distinction,M,0-35,N,1,1.6314353288755503,-0.3254401072488032
376581,AAA,2013J,Pass,F,35-55,N,1,1.3423307544535306,-0.38999308871332755
380953,AAA,2013J,Pass,M,0-35,N,2,0.46814733830768007,-0.5130030700282775
383254,AAA,2013J,Pass,M,0-35,N,2,0.026704043482348318,0.4864707126824121
386924,AAA,2013J,Pass,M,0-35,N,2,-0.7801689102420367,0.35332368265345004
386952,AAA,2013J,Pass,M,0-35,N,2,0.36921603588965163,0.5510402168963227
388722,AAA,2013J,Pass,F,35-55,N,2,0.004720842855212855,-0.6218813576746248
388885,AAA,2013J,Pass,M,35-55,N,2,0.09693068842659515,-0.6311615171482328
390890,AAA,2013J,Withdrawn,M,0-35,N,2,-0.28320915497782595,-0.15210587806984285
392756,AAA,2013J,Fail,M,0-35,N,2,-0.7948941724395953,0.3987180235923436
392931,AAA,2013J,Pass,F,35-55,N,1,1.6457866349182575,0.8160674168389074
393207,AAA,2013J,Pass,M,0-35,N,2,0.30942932766630166,-0.6437451050233027
396872,AAA,2013J,Pass,M,0-35,N,2,-0.03811351634939925,1.4949140900242444
398552,AAA,2013J,Fail,M,0-35,N,2,-0.0647827594778972,2.578162371102096
401869,AAA,2013J,Pass,F,0-35,N,2,0.30810893663051775,-0.5296587027641174
402470,AAA,2013J,Pass,M,35-55,N,2,0.8554659268988457,-0.5470994787979897
404804,AAA,2013J,Pass,M,35-55,N,2,-0.6279820067061297,0.3472519587314322
405088,AAA,2013J,Pass,M,0-35,N,2,0.6003215548955682,0.5072173715377063
405961,AAA,2013J,Withdrawn,M,0-35,Y,0,-3.223663697993757,2.366436489150138
414117,AAA,2013J,Pass,M,0-35,N,2,0.36259153006743466,0.5208030968779239
415969,AAA,2013J,Withdrawn,M,35-55,N,2,0.1890187195736598,-0.13213290090166788
420087,AAA,2013J,Fail,M,0-35,Y,2,-0.5292056758134004,-0.7307205229231061
429958,AAA,2013J,Pass,F,0-35,N,2,-0.35031051106042144,-0.7063199499860753
441018,AAA,2013J,Pass,F,0-35,N,2,-0.41810865593268054,0.9276562168645117
441888,AAA,2013J,Pass,M,0-35,N,2,-0.22309247928657527,0.3936270322907984
442442,AAA,2013J,Withdrawn,M,0-35,N,2,-0.6277561446279525,0.3858841379767892
444677,AAA,2013J,Distinction,M,0-35,N,2,1.0562276042269823,-0.4203402867876908
470588,AAA,2013J,Withdrawn,M,35-55,N,2,-0.05951393322096452,-0.8427622513106755
489455,AAA,2013J,Pass,F,0-35,N,1,1.4546871136692012,-0.33237274123717925
494424,AAA,2013J,Fail,F,0-35,N,0,-2.076960700562543,-0.79726883586427
495284,AAA,2013J,Pass,M,0-35,N,2,0.37858861008605044,0.4487595235965962
498857,AAA,2013J,Pass,M,35-55,N,2,0.4608111998885112,-0.5409471069083667
508818,AAA,2013J,Pass,M,0-35,N,2,0.41651152711008205,0.4235823586026272
512460,AAA,2013J,Pass,M,0-35,N,2,-0.25484653683976827,0.4173307074788607
544103,AAA,2013J,Pass,M,0-35,N,2,1.0911420208843383,0.6266745121249554
550383,AAA,2013J,Pass,M,0-35,N,2,0.47093492816818916,-0.6121720784620152
564450,AAA,2013J,Fail,M,0-35,N,2,-0.654468711266525,0.34591428041405387
568601,AAA,2013J,Withdrawn,F,0-35,N,2,0.24088495118826356,-0.8370603508478527
572652,AAA,2013J,Pass,M,0-35,N,2,0.11701868076161472,0.3646662967356149
580389,AAA,2013J,Pass,M,0-35,N,2,0.3279628388054189,0.4152976891713601
581129,AAA,2013J,Fail,M,0-35,N,0,-1.3414099471003966,0.2874930458545659
588775,AAA,2013J,Pass,M,0-35,N,1,3.9012653505956725,1.246757772844988
591774,AAA,2013J,Pass,M,35-55,N,2,-0.06600148531996779,-0.6736399323237451
603861,AAA,2013J,Withdrawn,M,55<=,N,2,0.40879192240642137,-0.601042949358856
606143,AAA,2013J,Fail,M,35-55,N,2,-0.5200376052785243,-0.7354208249663909
704156,AAA,2013J,Pass,M,55<=,N,1,1.4816541898014854,0.7086759057655984
705379,AAA,2013J,Distinction,M,55<=,N,1,3.173708462775241,1.0834608750678274
721259,AAA,2013J,Withdrawn,F,55<=,N,0,-1.266744218117296,0.33625308611885546
749412,AAA,2013J,Pass,M,55<=,N,1,2.258021761250342,-0.13385169291630633
760729,AAA,2013J,Distinction,M,55<=,N,1,3.7878375418138064,0.1725945033725521
905042,AAA,2013J,Pass,F,35-55,N,1,1.8671316002356053,-0.253536157109084
949618,AAA,2013J,Pass,F,35-55,N,2,0.336711650899673,-0.4827672480101049
958987,AAA,2013J,Pass,M,35-55,N,2,0.7477392973402878,-0.5048822176210269
968578,AAA,2013J,Pass,F,35-55,N,2,0.30378099948992154,-0.600617142210623
969076,AAA,2013J,Withdrawn,M,35-55,N,2,0.5224570577562468,1.6958749235474546
971027,AAA,2013J,Pass,F,35-55,N,1,1.8759631589866903,-0.27152176188972416
978739,AAA,2013J,Pass,M,35-55,N,1,2.9652104402626356,-0.04037764087028656
1035023,AAA,2013J,Pass,F,35-55,N,1,1.3107857324132322,-0.3600784503682583
1105478,AAA,2013J,Pass,M,55<=,N,2,1.2026576475564708,-0.43281736650050695
1352868,AAA,2013J,Withdrawn,M,35-55,N,2,-0.3077589820986792,-0.7264232516489877
1401935,AAA,2013J,Fail,M,35-55,N,2,-1.1467283051182346,-0.7375608576103075
1402638,AAA,2013J,Pass,F,35-55,N,2,0.3563921310107608,-0.5749058526569633
1414443,AAA,2013J,Fail,F,35-55,N,2,0.16303347204814353,0.39497880769795163
1456619,AAA,2013J,Withdrawn,M,35-55,N,0,-1.6308639079187037,-0.7424988266131551
1465690,AAA,2013J,Pass,M,35-55,N,1,1.9307877250672056,0.8088977540253182
1472925,AAA,2013J,Fail,F,35-55,Y,2,0.23226102898829126,-0.6451547388118186
1488959,AAA,2013J,Pass,M,35-55,N,1,2.071623977666789,-0.26183259026533207
1518989,AAA,2013J,Pass,F,35-55,N,1,1.8878840181750676,-0.22910701053816318
1618738,AAA,2013J,Pass,M,35-55,N,2,0.3806111257127478,-0.7487508287436068
1620151,AAA,2013J,Fail,M,35-55,N,2,0.24760917346209663,-0.7140196249139938
1626710,AAA,2013J,Distinction,M,35-55,N,1,3.2645578212749964,0.05814985528372038
1640609,AAA,2013J,Pass,M,35-55,N,1,3.1001867953320152,0.010671778472785087
1686521,AAA,2013J,Withdrawn,F,35-55,N,2,-0.5638745742043083,-0.7449313184563101
1729319,AAA,2013J,Pass,F,35-55,N,1,1.4983607401972219,-0.3594662393637081
1746134,AAA,2013J,Pass,M,35-55,N,2,0.7926707122084261,-0.5262527958587004
1758449,AAA,2013J,Withdrawn,M,35-55,N,2,0.6577621428703044,-0.24364161547870716
1763015,AAA,2013J,Withdrawn,F,35-55,N,2,0.911161958917179,-1.0363045031145623
1765788,AAA,2013J,Pass,M,55<=,N,1,3.5176795631959217,0.1529928819869823
1801229,AAA,2013J,Pass,M,35-55,N,2,0.8633961838665124,-0.5375344202362495
1801641,AAA,2013J,Pass,M,35-55,N,2,0.09022346140433764,-0.6882632185261383
1847830,AAA,2013J,Pass,M,35-55,N,1,3.5307617431670875,0.13927122572596673
1860318,AAA,2013J,Pass,M,35-55,Y,1,2.7677219766595953,4.215115760272556
1889511,AAA,2013J,Pass,M,35-55,N,2,0.7832137974017229,-0.46549655199092804
1889577,AAA,2013J,Pass,F,35-55,Y,2,0.26041279416245133,-0.5979754087857521
1894188,AAA,2013J,Pass,F,0-35,N,1,3.1002620254679476,-0.37008042550188347
1938355,AAA,2013J,Pass,M,35-55,N,1,1.3418013512597635,-0.36013253296357367
1942396,AAA,2013J,Pass,F,35-55,Y,2,-0.4480829401457907,0.38993431256468053
1970390,AAA,2013J,Withdrawn,M,35-55,N,1,5.17818645760201,0.4012467056283492
1976139,AAA,2013J,Pass,M,35-55,N,2,0.09130754983022443,0.43294498387214564
2011876,AAA,2013J,Pass,F,0-35,Y,2,0.6575649639407543,-0.5368566414873511
2012966,AAA,2013J,Pass,M,35-55,N,2,0.12306185685914624,-0.6903505762398967
2051699,AAA,2013J,Pass,F,35-55,N,2,0.8883189497144448,-0.493940408018098
2062879,AAA,2013J,Fail,F,0-35,N,1,1.262302161025887,-0.3250933044759085
2065691,AAA,2013J,Withdrawn,M,35-55,Y,0,-0.47675873309161165,3.9739776010496195
2073016,AAA,2013J,Withdrawn,F,35-55,N,2,-0.2703538354062052,-0.6153334899323643
2080474,AAA,2013J,Pass,F,35-55,N,2,0.4338397988313,-0.5531511447535876
2083877,AAA,2013J,Pass,F,0-35,N,2,-0.09754888329072688,0.43607784978318526
2084066,AAA,2013J,Fail,F,35-55,N,2,0.7717217022016745,-0.5072345546041778
2104505,AAA,2013J,Pass,M,35-55,N,2,0.13897210813956132,-0.6415235103175069
2122180,AAA,2013J,Distinction,F,35-55,N,1,2.8015612006270656,-0.1557327907646573
2139353,AAA,2013J,Withdrawn,M,35-55,N,2,0.021164042368716877,0.47995739348912303
2143752,AAA,2013J,Pass,F,35-55,N,2,1.0150204965541438,-0.52813156257822
2146792,AAA,2013J,Pass,M,55<=,N,1,1.7765765589769467,-0.2492632540940756
2149225,AAA,2013J,Withdrawn,M,35-55,Y,0,-1.7321806642888091,-0.7866533479228197
2153153,AAA,2013J,Pass,F,0-35,N,1,1.4674952832639798,-0.3409384202200219
2155014,AAA,2013J,Pass,F,0-35,Y,2,0.7842402694647007,-0.6137868888938723
2164705,AAA,2013J,Fail,F,0-35,N,2,-0.9832281393125074,0.2268886164127695
2171627,AAA,2013J,Pass,F,35-55,N,2,0.48942905257665625,-0.5525268687508079
2182846,AAA,2013J,Pass,F,35-55,N,1,1.9410977661289182,-0.15058144013356553
2194100,AAA,2013J,Pass,F,35-55,N,2,0.6342373202969572,-0.5004657469113166
2197016,AAA,2013J,Pass,F,35-55,N,2,0.6295156856161126,-0.554010408634453
2208424,AAA,2013J,Pass,M,0-35,N,2,0.2845804809691822,-0.569968381510911
2229865,AAA,2013J,Pass,F,35-55,N,1,1.9781564964532905,-0.23515938112278176
2255601,AAA,2013J,Withdrawn,F,35-55,N,2,0.44187130763424,0.5382870107750926
2268379,AAA,2013J,Pass,F,0-35,N,2,0.9873390819381725,-0.432981022036029
2278464,AAA,2013J,Pass,M,35-55,N,2,-0.5349448602028402,-0.680999955505392
2293923,AAA,2013J,Pass,M,0-35,N,2,-0.6907190199951115,0.8474366850610593
2312620,AAA,2013J,Withdrawn,F,35-55,N,2,-0.47062819245427784,-0.6333981579500141
2318055,AAA,2013J,Withdrawn,M,35-55,N,0,-2.8183295173210765,-0.7396425731754583
2324976,AAA,2013J,Withdrawn,F,35-55,N,0,-2.8183295173210765,-0.7396425731754583
2329342,AAA,2013J,Pass,F,35-55,N,2,-0.45925108551513655,0.371843037830653
2339528,AAA,2013J,Distinction,F,0-35,N,2,0.1495583259301832,-0.7150832755791465
2342426,AAA,2013J,Fail,M,35-55,N,2,1.0013918370809332,-0.45700243257992484
2344901,AAA,2013J,Fail,F,0-35,N,2,-0.5433306566329922,-0.6991372405159496
2358056,AAA,2013J,Fail,F,0-35,N,2,0.8595677705077573,-0.424836906191381
2358969,AAA,2013J,Withdrawn,F,0-35,N,2,-0.8868253082337391,1.2843366227563544
2364471,AAA,2013J,Pass,F,0-35,Y,1,3.83819621190925,0.2360817253779297
2365101,AAA,2013J,Withdrawn,M,0-35,N,0,-3.3587750915513173,3.4017961765920037
2367155,AAA,2013J,Pass,F,0-35,N,2,1.047778517453574,0.5572640971717181
2369266,AAA,2013J,Pass,F,35-55,N,2,0.7154947720298532,-0.5115881764413152
2376496,AAA,2013J,Pass,F,0-35,N,2,0.10724019998946442,0.47622513469592076
2391984,AAA,2013J,Withdrawn,M,0-35,N,2,0.2889776876075382,-0.6893188593179158
